,Country,Grape,Sweetness,Colour,Style,Closure,abv,Units,Description,Link
211,Chile,Sauvignon Blanc,Dry,White Wine,Appley Whites,Screwcap,12.5,9.4,"The Colchagua Valley is a paradise for growing grapes with a Mediterranean climate and  a large difference between daytime and night time temperatures allows the grapes to ripen slowly developing intense flavours and aromas. This is a bright, fresh and fruity wine with citrus and green apple flavours in abundance.  Additional complexity and rcihness is added by a period of lees ageing. Enjoy this with spicy prawn dishes.",https://www.majestic.co.uk/Valle-Antigua-Sauvignon-Blanc-zid39382
212,South Africa,Pinotage,Non,Red Wine,Blackcurrant Reds,Screwcap,14.5,10.9,"Beyerskloof are one of South Africa's most well known wineries, making some of the country's most popular Pinotage wines. This wine is made from the fruit of specially selected plots of mature bush vines, matured in new and second-fill French oak barrels for 18 months. A dark, intense wine, crammed with blackberry and bitter cherry fruit, accented with hints of cedar and smoky, savoury spices. Ample tannins provide prodigious grip and length. Drink immediately or cellar for 5 years or more. Best served with red meat.",https://www.majestic.co.uk/Beyerskloof-Reserve-Pinotage-zid20221
213,Australia,Malbec,Non,Red Wine,Non,Screwcap,15.0,11.3,"Based in the Barossa Valley Two Hands source grapes from all over Australia with the intention of making the best possible wines. Perfumed aromas of blueberry and violet are followed by a rich palate of berries lifted by floral notes. The finish is long with a hint of leaf tea adding complexity. With grilled, barbecued or roasted red meats.",https://www.majestic.co.uk/Smooth-Operator-Malbec-zid19139
214,Italy,Nero d'Avola,Non,Red Wine,Blackcurrant Reds,Screwcap,13.0,9.8,"This wine is made by a cooperative founded in 1969, now having nearly 500 member estates, totalling over 1000ha of vineyards across several towns close to the south coast of Sicily. This area is very much the heartland of the Nero d'Avola grape. Made in a modern style, with an emphasis on fruit. Full of blackcurrant flavour, with subtle accents of black pepper, and middleweight tannins providing a pleasing texture. Perfect with any beef ragu.",https://www.majestic.co.uk/Corolla-Nero-d-Avola-zid13241
215,Australia,Syrah-Shiraz,Non,Red Wine,Spicy Reds,Screwcap,14.0,10.5,"Two Hands are dedicated to showcasing the wide range of styles available from Barossa's many and varied plots. This example is sourced from a number of parcels of mature, gnarly Shiraz vines, and aged in a mixture of new and old French oak hogsheads for 12 months. Intense and complex on the nose, which offers an array of fruit accented by notes of chestnuts, burnt toffee, chocolate and lavender. Full and lush on the palate, with a supple texture and good length. Enjoyable immediately, but will develop nicely for up to 5 years in bottle.",https://www.majestic.co.uk/Gnarly-Dudes-Shiraz-zid19983
216,Romania,Pinot Noir,Non,Red Wine,Cherry Reds,Screwcap,12.0,9.0,Romania may not be the first place you think of when you are looking to buy a Pinot Noir but this has all the classic bright red fruit flavours and spicy note you would expect. The nose has delicate aromas of cherry and raspberry.  These flavours are matched on the palate with the addition on notes of flowers and sweet spice.  The tannins are soft and gentle and the finish smooth. Try this with cured meats or cheeses.,https://www.majestic.co.uk/Incanta-Pinot-Noir-zid21011
217,France,Cabernet Franc,Non,Red Wine,Blackcurrant Reds,Natural Cork,13.0,9.8,"Batailley is the larger sibling of neighbouring Haut-Batailley and was designated as a 5th growth in the 1855 classification. The vineyards today comprise about 60ha with Cabernet Sauvignon the dominant variety, making up 70% of the total. Deep ruby/purple colour with elegant blackberry and blackcurrant and truffle flavours, notes of cigar box, pepper and spices lead to hints of liquorice and earth on the finish. Drink now with roast tenderloin of pork and all the trimmings.",https://www.majestic.co.uk/Chateau-Batailley-zid01932
218,Chile,Chardonnay,Dry,White Wine,Appley Whites,Screwcap,13.0,9.8,The Colchagua Valley is a paradise for growing grapes with a Mediterranean climate and  a large difference between daytime and night time temperatures allows the grapes to ripen slowly developing intense flavours and aromas. This fine Chardonnay has fresh flavours of ripe apple and citrus enhanced by notes of vanilla from ageing in French oak. Try this with chicken or meaty fish dishes flavoured with wine.,https://www.majestic.co.uk/Valle-Antigua-Chardonnay-zid39380
219,USA,Zinfandel Blend,Non,Red Wine,Powerful Reds,Natural Cork,14.5,10.9,"Josh Beckett was born in Paso Robles and worked in wineries all through High School. After completing school he worked under American, French and Australian winemakers before returning to Paso Robles and founding Chronic Cellars with his brother Jake. Purple Paradise has a rich dark colour intense smoky, vanilla,  cherry, chocolate and spice flavours.  The tannins are soft and the acidity balanced in this delicious wine. Enjoy with richly flavoured meat dishes from burgers and steaks to beef and game stews.",https://www.majestic.co.uk/Chronic-Cellars-Purple-Paradise-zid18096
220,France,Viognier,Dry,White Wine,Peachy Whites,Screwcap,12.5,9.4,"Château de Pennautier has been in the Lorgeril family since 1620.  Nicolas and Miren de Lorgeril are the tenth generation of vignerons at this historic domaine. The nose reveals honeysuckle, fresh apricots and even a hint of sherbet. Crisp and fresh, with flavours following aromas of the nose and a well balanced lingering finish. An excellent apéritif, however also goes well with all manner of salads, quiches, and grilled fish.",https://www.majestic.co.uk/Marquis-de-Pennautier-Viognier-zid10319
221,USA,Zinfandel,Non,Red Wine,Blackcurrant Reds,Natural Cork,14.0,10.5,"The Peirano Estate in Lodi, east of San Fransico, was founded in 1879 by Giacomo Peirano who imported zinfandel cuttings from his family's vineyards near Genoa.  Long ageing in oak barrels allows the flavours to fully develop. This serious and complex wine has aromas of  rhubarb and red and black cherry. Flavours are of red cherry, strawberry, cocoa and toast. Try this wine with roast duck or stewed venison.",https://www.majestic.co.uk/Peirano-Estate-Old-Vine-Zinfandel-zid18093
222,Chile,Viognier,Dry,White Wine,Peachy Whites,Screwcap,13.5,10.1,"Luis Felipe Edwards is the largest family-owned winery in Chile, and have developed a wide range of markedly Chilean-style wines, from classic grape varieties. This Viognier is pressed in a protective atmosphere and spends only 2 months in oak, for maximum freshness. Light and fresh, yet intensely aromatic. Flavours of peach, apricot and ripe pears cascade across the palate, finishing with a refreshing acidic lift and gentle mineral grip. A great partner for mild spicy dishes, such as cajun chicken, Thai red curry, or sweet chilli and garlic prawns.",https://www.majestic.co.uk/Luis-Felipe-Edwards-Signature-Series-Viognier-Reserva-zid39268
223,South Africa,Syrah-Shiraz,Non,Red Wine,Spicy Reds,Screwcap,14.5,10.9,"From top South African producer Boekenhoutskloof, located in Franschhoek, comes this fashionable blend of Syrah and Viogner. Fraschhoek is northeast of Cape Town and winemaking there was very much influenced by the Hugenots. Slightly perfumed with aromas of ripe juicy plum and black berries, rich and smooth on the palate with rich plum flavours, some spice and floral notes. The ideal partner to full flavoured meat dishes.",https://www.majestic.co.uk/Porcupine-Ridge-Syrah-Viognier-zid20207
224,Italy,Cabernet Sauvignon,Non,Red Wine,Light Reds,Screwcap,13.5,10.1,"In the innovative style of the Super-Tuscans, but at a fraction of their price, this is a 'Baby-Tuscan'. Cabernet Sauvignon is blended with a majority of the native Sangiovese to create a wine superior to its IGT classification. Soft and intensely fruity, this wine combines the elegance and complexity given by oak-ageing with the fragrant, fresh fruit of a young wine. Soft on the palate with a smooth finish. A great all-rounder, this wine will complement a rich Tuscan stew, as well as cold cut meats or even just with pizza.",https://www.majestic.co.uk/Dogajolo-Carpineto-zid13018
225,France,Merlot,Non,Red Wine,Blackcurrant Reds,Natural Cork,14.0,10.5,Chateau De Lussac is the flagship property of the St-Emilion satellite appellation Lussac  St-Emilion.  Situated on a limestone plateau the property enjoys a similar terroir to the famous names of  St-Emilion itself. The 2011  has rich bramble and damson fruit flavours with notes of graphite and cedar.  Soft and velvety this wine is just entering its peak drinking period. This is a great match for cured meats and hard cheeses.,https://www.majestic.co.uk/Chateau-de-Lussac-zid01188
226,New Zealand,Sauvignon Blanc,Dry,White Wine,Zingy Whites,Screwcap,13.0,9.8,"Saint Clair is one of Marlborough's largest family-owned and operated wineries. Their commitment to viticulture has led to a number of award winning wines and a brand that is growing throughout the world. Made exclusively for Majestic by one of our favourite wineries, this mouth-watering Sauvignon has aromas of passionfruit, blackcurrant leaf and gooseberry and a palate of ripe gooseberry and herbs. The crisp acidity is balanced by an enticing minerality, making it a perfect match with fresh salads, seafood and vegetarian dishes.",https://www.majestic.co.uk/Saint-Clair-Estate-Selection-Sauvignon-Blanc-zid37171
227,France,Chardonnay,Dry,White Wine,Fresh Whites,Natural Cork,13.0,9.8,"An old and respected family winery, Séguinot-Bordet are located on the right bank of the Serein. The Kimmeridgian clay soils in this area contain high levels of marine fossils, said to be responsible for the local wines' subtle iodine-like character. An intense and focused nose of stone and citrus fruits, with smoky, mineral notes and very subtle oak. Great purity on the palate, with the mineral streak adding texture and length. Enjoy with fresh oysters or other fruits de mer. Ideal as an apéritif.",https://www.majestic.co.uk/Chablis-1er-Cru-Fourchaume-zid04213
228,Portugal,Touriga Francesa,Non,Red Fortified,Ports,Natural Cork,20.0,15.0,"Bin 27 is a reserve Port, made using the same approach to making a late-bottled vintage, with extended wood ageing making the wine ready to drink upon its release. This wine, however, is blended from several vintages to achieve a consistent house style. A deep and youthful ruby colour, with an intense, fruity nose crammed with blackberry, cassis, cherry and plum aromas. The palate full-bodied and round, with a luscious, velvety texture. Pair with a rich dessert such as a raspberry and chocolate fondant.",https://www.majestic.co.uk/Fonseca-Bin-27-zid16009
229,Italy,Merlot,Non,Red Wine,Plummy Reds,Natural Cork,14.0,10.5,"The name of this wine is derived from 'appassimento', the traditional Valpolicella method of partially drying grapes before fermentation. In one month the grapes lose around 30% of their water content, concentrating the juice and intensifying the wine's flavour. A dense and deeply coloured wine, full of concentrated black and red cherry flavour, and hints of leather and spice. The palate has a layered texture, with muscular tannins providing a long finish. A fine match for osso bucco or other slow-cooked red meat dishes.",https://www.majestic.co.uk/Passimento-zid13178
